frame,has_traffic_light,has_pedestrian,has_vehicle,px_traffic_light,px_pedestrian,px_vehicle
036800,True,False,False,2002,2,12
036810,False,False,False,29,1,7
036820,False,False,False,34,0,14
036830,True,False,False,157,1,21
036840,False,False,False,23,2,26
036850,True,False,True,65,0,42
036860,True,False,True,156,0,69
036870,True,False,True,841,3,146
036880,False,False,True,19,2,174
036890,False,False,True,31,0,289
036900,False,False,True,27,6,393
036910,False,False,True,11,26,51
036920,False,False,True,18,38,60
036930,True,True,True,52,90,67
036940,True,True,True,98,193,91
036950,True,True,True,346,536,131
036960,True,True,True,366,656,161
036970,True,True,True,367,878,212
036980,True,True,True,367,1131,374
036990,True,True,True,367,1523,901
037000,True,True,True,367,1833,738
037010,True,False,True,367,27,222
037020,True,False,True,367,21,57
037030,True,False,False,367,16,34
037040,True,True,True,367,1362,41
037050,True,True,True,367,1483,46
037060,True,True,True,367,1079,62
037070,True,True,True,367,792,75
037080,True,True,True,367,603,91
037090,True,True,True,367,447,109
037100,True,True,True,367,340,109
037110,True,True,True,367,272,106
037120,True,True,True,367,119,103
037130,True,True,True,367,200,117
037140,True,True,True,367,160,120
037150,True,True,True,367,140,122
037160,True,True,True,367,116,126
037170,True,True,True,367,101,125
037180,True,True,True,367,93,116
037190,True,True,True,367,86,116
037200,True,True,True,367,51,116
037210,True,True,True,367,63,114
037220,True,True,True,367,68,114
037230,True,True,True,367,68,114
037240,True,True,True,347,71,84
037250,True,True,True,1118,83,131
037260,False,True,True,22,152,181
037270,False,True,True,29,280,242
037280,True,False,True,108,7,482
037290,False,False,True,6,8,1592
037300,False,False,True,12,3,10458
037310,False,False,True,10,18,9922
037320,False,True,False,21,43,5
037330,False,True,False,30,107,7
037340,False,True,False,37,138,8
037350,True,True,False,40,227,8
037360,True,False,False,64,0,19
037370,True,False,False,169,0,24
037380,True,False,False,354,0,39
037390,True,False,True,349,0,48
037400,True,False,True,349,0,50
037410,True,False,False,349,0,32
037420,True,False,False,349,0,21
037430,True,False,True,349,0,60
037440,True,False,True,349,0,41
037450,True,False,True,349,0,86
037460,True,False,True,349,0,97
037470,True,False,True,349,0,99
037480,True,True,True,349,575,94
037490,True,True,True,349,377,130
037500,True,True,True,349,256,193
037510,True,True,True,349,164,279
037520,True,True,True,349,115,239
037530,True,True,True,349,87,97
037540,True,True,True,349,66,97
037550,True,True,True,349,51,97
037560,True,True,True,349,40,97
037570,True,True,True,349,40,344
037580,True,False,True,349,35,1436
037590,True,False,True,349,28,1329
037600,True,False,True,349,23,1741
037610,True,False,True,349,22,1235
037620,True,False,True,349,21,1719
037630,True,False,True,349,13,10866
037640,True,False,True,349,17,166
037650,True,False,True,349,13,155
037660,True,False,True,349,15,149
037670,True,False,True,349,8,153
037680,True,False,True,349,6,178
037690,True,False,True,349,8,154
037700,True,False,True,576,8,145
037710,False,False,True,31,14,177
037720,False,False,True,34,13,244
037730,True,False,True,65,14,339
037740,True,False,True,216,16,642
037750,True,False,True,46,28,1521
037760,True,True,True,99,83,9216
037770,True,True,True,176,571,79
037780,True,False,True,479,20,102
037790,False,True,True,25,62,101
037800,False,True,True,29,84,107
037810,True,True,True,70,190,105
037820,True,True,True,553,1333,196
037830,False,False,True,29,34,313
037840,True,True,True,45,83,727
037850,True,True,True,67,214,1735
037860,True,True,True,67,294,1827
037870,True,True,True,67,455,1993
037880,True,False,True,67,0,1973
037890,True,False,True,67,0,2068
037900,True,False,True,67,0,1793
037910,True,False,True,67,0,1756
037920,True,False,True,67,0,1801
037930,True,False,True,67,0,1798
037940,True,False,True,67,0,1753
037950,True,False,True,67,0,1736
037960,True,False,True,70,0,1738
037970,True,False,True,70,0,1744
037980,True,False,True,72,0,1747
037990,True,False,True,72,0,1753
038000,True,False,True,64,0,1693
038010,True,False,True,58,0,1401
038020,True,False,True,115,0,1411
038030,True,False,True,178,0,1284
038040,True,False,True,359,0,1440
038050,True,False,True,1081,0,1841
038060,True,False,True,46,0,2514
038070,True,False,True,60,0,3400
038080,True,False,True,107,0,854
038090,True,False,False,182,0,0
038100,True,False,True,338,0,1573
038110,False,False,True,0,0,13162
038120,False,False,False,0,0,0
038130,False,False,False,0,0,0
038140,False,False,False,0,0,0
038150,False,False,True,6,3,75
038160,False,False,True,11,0,46
038170,False,False,True,19,13,78
038180,False,False,True,19,0,70
038190,False,False,True,27,1,81
038200,False,False,True,23,0,187
038210,False,False,True,21,0,235
038220,False,False,True,39,1,368
038230,True,False,True,69,2,728
038240,True,False,True,63,1,1598
038250,True,False,True,68,1,3274
038260,True,False,True,139,0,19756
038270,True,False,True,119,3,11355
038280,True,False,True,119,1,11355
038290,True,False,True,119,1,11353
038300,True,False,True,119,0,10784
038310,True,False,True,119,0,4690
038320,True,False,True,169,2,2369
038330,True,False,True,426,0,2217
038340,True,False,True,3980,0,2191
038350,True,False,True,108,0,1219
038360,True,False,True,191,3,771
038370,True,False,True,492,33,365
038380,True,False,True,64,30,2592
038390,True,True,True,137,63,423
038400,True,True,True,371,105,608
038410,True,True,True,368,119,572
038420,True,True,True,368,163,555
038430,True,True,True,368,173,541
038440,True,True,True,368,207,533
038450,True,True,True,368,251,529
038460,True,True,True,368,307,396
038470,True,True,True,368,417,405
038480,True,True,True,367,607,700
038490,True,True,True,368,74,893
038500,True,False,True,368,1,1032
038510,True,True,True,368,77,1409
038520,True,True,True,368,71,2073
038530,True,True,True,368,86,4497
038540,True,True,True,368,84,14060
038550,True,True,True,368,93,9513
038560,True,True,True,368,103,109
038570,True,True,True,368,108,67
038580,True,True,True,368,97,50
038590,True,True,True,368,116,41
038600,True,True,False,368,134,33
038610,True,True,False,368,161,28
038620,True,True,False,368,164,23
038630,True,True,False,368,196,21
038640,True,True,False,368,209,21
038650,True,True,False,368,231,22
038660,True,True,False,368,262,22
038670,True,True,False,368,290,23
038680,True,True,False,368,361,24
038690,True,True,False,368,434,23
038700,True,True,False,368,502,24
038710,True,True,False,368,598,22
038720,True,True,False,368,696,25
038730,True,True,False,368,866,25
038740,True,True,False,368,1059,25
038750,True,True,False,373,1135,24
038760,True,True,False,1039,656,26
038770,True,True,False,95,52,27
038780,True,True,False,202,74,39
038790,True,True,True,67,180,57
038800,True,True,True,133,517,51
038810,True,True,True,136,625,54
038820,True,True,False,136,747,31
038830,True,True,False,193,1210,34
038840,False,False,False,3,0,26
038850,False,False,False,12,0,12
038860,False,False,False,13,0,17
038870,False,False,False,17,0,24
038880,False,False,False,30,0,31
038890,True,False,False,64,3,39
038900,True,False,True,115,21,265
038910,True,False,True,312,26,1215
038920,True,False,True,306,15,1606
038930,True,False,True,306,23,1507
038940,True,False,True,306,0,1486
038950,True,False,True,306,0,1360
038960,True,False,True,306,27,1420
038970,True,False,True,306,26,3412
038980,True,False,True,305,29,2185
038990,True,False,True,306,26,13503
039000,True,False,False,306,27,22
039010,True,False,False,306,32,22
039020,True,False,False,306,36,22
039030,True,True,False,306,40,22
039040,True,True,False,306,44,22
039050,True,True,False,306,49,22
039060,True,True,False,306,61,20
039070,True,True,False,306,64,22
039080,True,True,False,306,74,25
039090,True,True,True,306,84,43
039100,True,True,True,306,93,50
039110,True,True,True,306,111,66
039120,True,True,True,306,117,122
039130,True,True,True,306,150,122
039140,True,True,True,306,183,181
039150,True,True,False,306,240,4
039160,True,True,False,306,308,36
039170,True,True,True,306,398,52
039180,True,True,True,306,479,48
039190,True,True,True,306,596,56
039200,True,True,False,306,803,12
039210,True,False,False,478,0,10
039220,True,False,False,70,0,0
039230,True,False,False,141,0,6
039240,True,False,True,70,0,62
039250,True,False,True,486,0,56
039260,False,False,True,29,0,40
039270,True,False,True,50,0,72
039280,True,False,False,97,0,0
039290,True,False,False,366,0,35
039300,True,False,True,459,0,229
039310,True,False,True,459,0,208
039320,True,False,True,459,0,197
039330,True,False,True,459,0,180
039340,True,False,True,459,0,181
039350,True,False,True,459,0,159
039360,True,False,True,561,0,101
039370,True,False,False,71,0,0
039380,True,False,False,130,0,0
039390,False,False,False,0,0,0
039400,False,False,False,0,0,6
039410,False,False,False,0,3,7
039420,False,False,False,0,4,8
039430,False,False,True,0,0,72
039440,False,False,True,0,0,548
039450,False,False,False,0,0,21
039460,False,False,False,0,0,37
039470,False,False,True,0,0,63
039480,False,False,True,0,0,119
039490,False,False,True,0,16,3398
039500,False,False,False,0,19,6
039510,False,False,False,0,37,10
039520,False,True,False,0,150,16
039530,False,False,True,0,3,44
039540,False,False,True,0,0,827
039550,False,False,False,0,0,0
039560,False,False,False,0,5,0
039570,False,False,False,0,9,0
039580,False,False,False,0,20,0
039590,False,False,False,0,0,0
039600,False,False,False,0,0,0
039610,False,False,False,0,0,0
039620,False,False,False,0,0,0
039630,False,False,False,0,0,0
039640,False,False,False,13,36,32
039650,False,True,True,9,58,53
039660,False,True,True,21,87,78
039670,False,True,True,39,241,166
039680,True,True,True,60,97,258
039690,True,True,True,98,182,225
039700,True,True,True,186,428,488
039710,True,True,True,434,206,913
039720,True,True,True,432,232,3866
039730,True,True,True,432,193,2816
039740,True,False,True,432,11,1514
039750,True,False,True,432,12,56
039760,True,False,True,432,12,49
039770,True,False,True,432,13,59
039780,True,False,True,432,11,56
039790,True,False,True,432,12,66
039800,True,False,True,432,10,65
039810,True,False,True,432,10,45
039820,True,False,True,432,8,121
039830,True,False,True,432,13,1188
039840,True,False,True,432,11,1278
039850,True,False,True,432,17,1307
039860,True,False,True,432,20,1771
039870,True,False,True,432,22,10024
039880,True,False,True,432,23,47
039890,True,False,True,432,23,45
039900,True,False,True,432,26,45
039910,True,False,True,432,27,995
039920,True,False,True,432,26,1287
039930,True,False,True,432,29,1151
039940,True,False,True,432,30,658
039950,True,False,True,432,35,223
039960,True,False,True,436,31,132
039970,True,True,True,1710,44,84
039980,False,True,True,24,67,84
039990,True,True,True,54,130,80
040000,True,False,False,167,11,38
040010,True,True,True,48,133,63
040020,True,True,True,89,248,111
040030,True,True,False,226,464,24
040040,True,True,False,392,691,32
040050,True,True,True,396,730,46
040060,True,True,True,396,298,56
040070,True,True,True,396,248,68
040080,True,True,True,396,228,110
040090,True,True,True,396,186,110
040100,True,True,True,396,178,109
040110,True,True,True,394,178,99
040120,True,True,True,1608,224,111
040130,True,True,True,119,344,150
040140,True,True,True,168,531,220
040150,True,False,True,149,14,53
040160,True,False,False,71,0,36
040170,True,False,True,96,0,147
040180,True,False,True,235,0,3494
040190,True,False,False,400,0,1
040200,True,False,False,401,0,2
040210,True,False,False,401,0,11
040220,True,False,False,401,0,11
040230,True,False,False,401,0,32
040240,True,False,True,401,0,49
040250,True,False,True,401,0,42
040260,True,False,True,401,0,40
040270,True,False,False,401,0,30
040280,True,False,True,401,0,823
040290,True,False,True,401,1,1713
040300,True,False,True,401,1,1622
040310,True,False,True,401,1,1626
040320,True,False,True,401,1,6330
040330,True,False,True,401,1,1734
040340,True,False,True,401,3,1082
040350,True,False,True,401,6,772
040360,True,False,True,401,10,215
040370,True,False,True,401,14,130
040380,True,False,True,401,15,87
040390,True,True,True,401,400,61
040400,True,True,True,401,308,54
040410,True,True,True,401,233,53
040420,True,True,True,631,253,47
040430,False,False,True,25,31,82
040440,False,True,True,30,46,64
040450,True,True,True,78,88,139
040460,False,True,True,18,310,190
040470,False,False,True,32,0,345
040480,True,False,True,53,0,935
040490,True,False,True,69,0,4389
040500,True,False,True,114,0,3291
040510,True,False,True,163,0,9257
040520,True,False,True,165,0,9241
040530,True,False,True,165,0,9241
040540,True,False,True,165,0,9241
040550,True,False,True,165,0,9241
040560,True,False,True,165,0,9275
040570,True,False,True,165,0,9425
040580,True,False,True,165,0,9466
040590,True,False,True,165,0,9659
040600,True,False,True,165,0,10156
040610,True,False,True,165,0,9634
040620,True,False,True,165,0,10167
040630,True,False,True,165,0,10128
040640,True,False,True,165,0,11641
040650,True,False,True,165,0,21839
040660,True,False,True,165,0,10121
040670,True,False,True,165,0,12061
040680,True,False,True,165,0,9596
040690,True,False,True,165,0,9926
040700,True,False,True,165,0,12412
040710,True,False,True,165,0,9251
040720,True,False,True,165,0,7011
040730,True,False,True,217,0,6967
040740,True,False,True,374,0,1927
040750,True,False,True,1605,0,2479
040760,True,False,True,53,0,2629
040770,True,False,True,101,0,4526
040780,True,False,False,156,0,0
040790,True,False,True,288,0,1994
040800,False,False,True,0,0,13290
040810,False,False,True,0,0,660
040820,False,False,True,0,0,1295
040830,False,False,False,0,0,0
040840,False,False,False,0,0,0
040850,False,False,True,10,0,350
040860,False,False,True,14,10,356
040870,False,False,True,19,1,360
040880,False,False,True,21,5,365
040890,False,False,True,33,0,392
040900,False,False,True,22,0,514
040910,False,False,True,28,0,1045
040920,False,False,True,31,1,1049
040930,True,False,True,54,0,1832
040940,True,False,True,64,2,3465
040950,True,False,True,62,2,12056
040960,True,False,True,62,0,2454
040970,True,False,True,63,0,2459
040980,True,False,True,63,0,2460
040990,True,False,True,62,0,2451
041000,True,False,True,62,0,2452
041010,True,False,True,61,0,2456
041020,True,False,True,61,0,2512
041030,True,False,True,60,0,2487
041040,True,False,True,61,0,2261
041050,True,False,True,43,0,2358
041060,True,False,True,53,0,2731
041070,True,False,True,82,0,2435
041080,True,False,True,133,0,2746
041090,True,False,True,248,0,3056
041100,True,False,True,823,0,2785
041110,True,False,True,90,0,1699
041120,True,False,True,158,0,929
041130,True,False,True,78,0,982
041140,False,False,True,0,0,3076
041150,False,False,True,0,0,11957
041160,False,False,True,0,0,556
041170,False,False,True,0,13,543
041180,False,False,True,0,19,535
041190,False,False,True,0,0,588
041200,False,False,True,0,0,796
041210,False,False,True,0,0,1645
041220,False,False,False,0,0,0
041230,False,False,False,0,0,0
041240,False,True,True,0,190,228
041250,False,False,True,0,1,148
041260,False,False,True,0,1,100
041270,False,False,True,0,1,73
041280,False,False,True,0,3,61
041290,False,False,True,0,6,64
041300,False,False,True,0,3,64
041310,False,False,True,2,14,81
041320,False,False,True,0,10,125
041330,False,False,True,0,34,230
041340,False,True,True,0,205,364
041350,False,False,True,0,0,515
041360,False,False,True,0,0,478
041370,False,False,True,0,0,1118
041380,False,False,True,0,0,301
041390,False,False,True,0,0,555
041400,False,False,True,18,34,405
041410,False,True,True,24,56,643
041420,False,True,True,37,118,731
041430,False,True,True,26,340,1050
041440,True,False,True,43,0,1602
041450,True,False,True,51,4,2945
041460,True,False,True,59,1,8441
041470,True,False,True,55,3,4673
041480,True,False,True,100,3,7332
041490,True,False,True,95,0,4717
041500,True,False,True,131,0,3490
041510,True,False,True,231,1,3390
041520,True,False,True,669,1,3454
041530,True,False,True,86,4,3644
041540,True,False,True,124,6,3666
041550,True,False,True,226,6,3804
041560,True,False,True,157,17,818
041570,False,True,True,18,53,988
041580,False,True,True,23,70,4272
041590,False,True,True,36,91,2324
041600,True,True,True,49,129,5025
041610,True,True,True,56,206,5611
041620,True,True,True,69,264,6329
041630,True,True,True,92,362,12522
041640,True,True,True,92,452,12587
041650,True,True,True,92,490,13144
041660,True,True,True,92,587,13065
041670,True,True,True,92,683,13048
041680,True,True,True,92,868,13129
041690,True,True,True,92,1109,13123
041700,True,True,True,92,1527,13185
041710,True,True,True,92,1274,14442
041720,True,True,True,92,43,12620
041730,True,True,True,92,44,12589
041740,True,False,True,92,30,12575
041750,True,False,True,92,28,12566
041760,True,True,True,92,45,12562
041770,True,True,True,92,65,12552
041780,True,True,True,92,76,12441
041790,True,True,True,91,85,4181
041800,True,True,True,98,109,2490
041810,True,True,True,247,189,2121
041820,True,True,True,833,501,1983
041830,False,False,True,20,0,2368
041840,False,False,True,38,0,3001
041850,True,False,True,74,0,578
041860,False,False,True,5,0,1835
041870,False,False,True,9,0,13619
041880,False,False,True,10,0,64
041890,False,False,True,20,0,79
041900,False,False,True,26,0,102
041910,False,False,True,39,0,211
041920,True,False,True,65,0,506
041930,True,False,True,66,3,506
041940,True,False,True,80,3,501
041950,True,False,True,80,2,494
041960,True,False,True,80,2,501
041970,True,False,True,80,0,497
041980,True,False,True,80,0,533
041990,True,False,True,80,2,554
042000,True,False,True,80,1,521
042010,True,False,True,81,4,559
042020,True,False,True,81,4,557
042030,True,False,True,87,3,579
042040,True,False,True,86,0,579
042050,True,False,True,86,0,583
042060,True,False,True,85,4,582
042070,True,False,True,85,4,578
042080,True,False,True,84,0,576
042090,True,False,True,84,0,579
042100,True,False,True,84,0,572
042110,True,False,True,84,2,594
042120,True,False,True,84,0,568
042130,True,False,True,72,0,565
042140,True,False,True,77,0,553
042150,True,False,True,77,0,552
042160,True,False,True,77,0,560
042170,True,False,True,77,0,577
042180,True,False,True,77,0,576
042190,True,False,True,77,0,579
042200,True,False,True,77,0,579
042210,True,False,True,77,0,578
042220,True,False,True,77,2,576
042230,True,False,True,69,0,498
042240,True,False,True,147,0,514
042250,True,False,True,296,0,493
042260,True,False,True,1178,0,652
042270,False,False,True,34,0,771
042280,False,False,True,33,0,1012
042290,True,False,True,47,0,419
042300,True,False,True,53,0,620
042310,True,False,True,49,8,470
042320,True,True,True,59,309,829
042330,True,False,True,95,0,240
042340,True,False,True,234,1,675
042350,True,False,True,380,1,552
042360,True,False,True,358,1,558
042370,True,False,True,358,2,260
042380,True,False,True,358,0,227
042390,True,False,False,358,1,24
042400,True,False,True,358,2,42
042410,True,False,True,358,0,59
042420,True,False,True,358,0,74
042430,True,False,True,358,3,46
042440,True,False,True,358,0,67
042450,True,False,True,358,0,104
042460,True,False,True,358,0,130
042470,True,False,True,358,5,126
042480,True,False,True,358,0,135
042490,True,False,True,358,2,180
042500,True,False,True,358,3,188
042510,True,False,True,358,2,239
042520,True,False,True,358,0,183
042530,True,False,True,358,1,181
042540,True,False,True,358,0,541
042550,True,False,True,358,3,1746
042560,True,False,True,358,2,1804
042570,True,False,True,358,2,1860
042580,True,False,True,358,3,2506
042590,True,False,True,354,0,14367
042600,True,False,True,358,0,181
042610,True,False,True,358,1,181
042620,True,False,True,358,0,392
042630,True,False,True,358,0,392
042640,True,False,True,358,0,383
042650,True,False,True,358,2,346
042660,True,False,True,358,0,286
042670,True,False,True,358,0,239
042680,True,False,True,420,0,225
042690,True,False,True,2309,0,288
042700,False,False,True,36,0,363
042710,True,False,True,59,0,526
042720,True,False,True,198,2,1349
042730,False,False,True,21,0,6490
042740,False,False,True,34,0,14474
042750,True,False,True,53,0,13151
042760,True,False,True,62,0,181
042770,True,False,True,80,34,262
042780,True,False,True,119,39,544
042790,True,True,True,194,40,1582
042800,True,True,True,233,40,2895
042810,True,False,True,233,39,2895
042820,True,False,True,233,32,2895
042830,True,False,True,233,36,2895
042840,True,False,True,233,38,2895
042850,True,False,True,233,33,2895
042860,True,False,True,233,30,2895
042870,True,False,True,233,27,2895
042880,True,False,True,233,33,2895
042890,True,False,True,233,37,2895
042900,True,False,True,233,32,2895
042910,True,False,True,233,34,2895
042920,True,False,True,233,31,2895
042930,True,False,True,233,34,2895
042940,True,True,True,233,41,2895
042950,True,True,True,233,40,2895
042960,True,False,True,233,22,2895
042970,True,True,True,233,53,2895
042980,True,True,True,233,57,2753
042990,True,True,True,233,47,1520
043000,True,True,True,329,89,997
043010,True,True,True,863,170,941
043020,True,False,True,47,0,923
043030,True,False,True,73,0,929
043040,True,False,True,141,0,1003
043050,False,False,True,0,0,1568
043060,False,False,True,0,0,1648
043070,False,False,True,0,0,831
043080,False,True,True,0,272,388
043090,False,True,True,0,249,330
043100,False,True,True,0,367,318
043110,False,True,True,0,136,352
043120,False,False,True,0,2,348
043130,False,False,True,0,1,355
043140,False,False,True,0,2,352
043150,False,False,True,0,3,336
043160,False,False,True,0,5,353
043170,False,False,True,0,5,432
043180,False,False,True,0,5,4176
043190,False,False,True,0,8,333
043200,False,False,True,0,11,454
043210,False,False,True,0,13,378
043220,False,False,True,0,18,400
043230,False,False,True,0,34,430
043240,False,True,True,0,60,488
043250,False,True,True,0,200,591
043260,False,False,True,0,0,786
043270,False,False,True,0,0,1363
043280,False,False,True,0,0,1634
043290,False,False,True,0,0,1040
043300,False,False,True,0,0,356
043310,False,False,True,0,0,318
043320,False,False,True,0,0,310
043330,False,False,True,0,0,306
043340,False,False,True,0,0,302
043350,False,False,True,0,0,294
043360,False,False,True,0,0,293
043370,False,False,True,0,0,286
043380,False,False,True,0,0,304
043390,False,False,True,0,0,2049
043400,False,False,True,0,0,10069
043410,False,False,True,0,0,431
043420,False,False,True,0,0,583
043430,False,False,True,0,0,568
043440,False,False,True,19,6,370
043450,False,False,True,16,6,290
043460,False,False,True,23,6,372
043470,False,False,True,17,7,377
043480,False,False,True,22,11,527
043490,False,False,True,21,11,705
043500,False,False,True,39,13,705
043510,True,False,True,68,14,498
043520,True,False,True,90,13,701
043530,True,False,True,150,18,1812
043540,True,False,True,167,18,3229
043550,True,False,True,167,21,3229
043560,True,False,True,167,19,3231
043570,True,False,True,167,22,3235
043580,True,False,True,167,19,3229
043590,True,True,True,167,126,2403
043600,True,True,True,177,166,1103
043610,True,True,True,399,399,1112
043620,True,False,True,2542,24,1084
043630,False,True,True,14,42,1078
043640,True,True,True,42,58,1068
043650,True,False,True,74,1,333
043660,False,False,True,17,6,2043
043670,False,False,True,36,6,12490
043680,True,False,True,58,7,4059
043690,True,False,True,151,8,452
043700,True,False,True,397,9,4013
043710,True,False,True,399,8,221
043720,True,False,True,399,8,99
043730,True,False,True,399,9,99
043740,True,False,True,564,6,103
043750,True,False,True,90,6,340
043760,True,False,True,161,4,194
043770,True,False,True,64,13,302
043780,True,False,True,418,14,857
043790,False,False,True,6,21,8043
043800,False,False,False,4,30,0
043810,False,True,False,9,46,0
043820,False,True,False,24,89,0
043830,True,True,True,40,215,67
043840,True,True,True,69,880,380
043850,True,False,True,187,0,571
043860,True,False,True,422,0,1191
043870,True,False,True,422,0,1969
043880,True,False,True,422,0,9168
043890,True,False,False,545,0,10
043900,True,False,False,77,0,8
043910,True,False,False,120,0,0
043920,True,False,True,177,0,92
043930,True,False,True,48,0,57
043940,True,False,True,98,0,177
043950,True,False,False,300,0,12
043960,True,False,False,2288,0,14
043970,True,False,False,77,0,0
043980,True,False,False,135,0,0
043990,True,False,True,117,0,416
044000,False,True,True,7,71,1186
044010,False,True,True,9,267,4497
044020,False,False,True,9,4,418
044030,False,False,True,20,4,566
044040,True,False,True,41,5,70
044050,True,False,True,52,7,118
044060,True,False,True,96,12,209
044070,True,False,True,237,0,356
044080,True,False,True,377,5,1135
044090,True,False,True,374,16,1806
044100,True,False,True,378,11,2027
044110,True,False,True,378,16,446
044120,True,False,True,378,12,767
044130,True,False,True,378,8,800
044140,True,False,True,378,14,802
044150,True,False,True,378,15,809
044160,True,False,True,378,15,956
044170,True,False,True,378,16,946
044180,True,False,True,378,17,930
044190,True,False,True,399,12,937
044200,True,False,True,3451,20,506
044210,True,False,True,115,22,281
044220,True,False,True,111,25,532
044230,True,False,True,274,33,2456
044240,False,True,True,26,43,436
044250,False,True,True,37,98,494
044260,True,True,True,76,151,917
044270,True,True,True,81,150,966
044280,True,True,True,81,172,1672
044290,True,True,True,81,96,2256
044300,True,True,True,81,146,12179
044310,True,True,True,82,154,380
044320,True,True,True,82,148,384
044330,True,True,True,82,81,384
044340,True,True,True,82,78,344
044350,True,False,True,65,28,321
044360,True,True,True,90,109,355
044370,True,True,True,180,174,423
044380,True,True,True,403,267,408
044390,True,True,True,1919,565,445
044400,True,True,True,95,109,459
044410,True,False,True,182,0,725
044420,False,False,False,0,0,0
044430,False,False,True,0,0,41
044440,False,False,True,0,0,109
044450,False,False,True,0,0,110
044460,False,False,True,0,0,125
044470,False,False,True,0,0,327
044480,False,False,True,0,0,658
044490,False,False,True,0,0,129
044500,False,False,True,0,0,213
044510,False,False,True,0,0,410
044520,False,False,True,0,0,76
044530,False,False,True,0,0,260
044540,False,False,True,0,0,77
044550,False,False,True,0,0,80
044560,False,False,True,0,0,91
044570,False,False,True,0,0,147
044580,False,False,True,0,0,1289
044590,False,False,True,0,0,232
044600,False,False,True,0,0,371
044610,False,False,True,0,0,380
044620,False,False,True,0,0,423
044630,False,False,True,0,0,420
044640,False,False,True,0,0,392
044650,False,False,True,0,0,390
044660,False,False,True,0,0,390
044670,False,False,True,0,0,470
044680,False,False,True,0,0,500
044690,False,False,True,0,0,570
044700,False,False,True,0,0,553
044710,False,False,True,0,0,467
044720,False,False,True,0,0,447
044730,False,False,True,0,0,556
044740,False,False,True,0,0,530
044750,False,False,True,0,0,950
044760,False,False,True,0,0,1118
044770,False,False,True,0,0,1800
044780,False,False,True,0,0,2148
044790,False,False,True,0,0,2194
044800,False,False,True,0,0,2226
044810,False,False,True,0,0,2964
044820,False,False,True,0,0,6931
044830,False,False,True,0,0,1917
044840,False,False,True,0,0,2256
044850,False,False,True,0,0,2386
044860,False,False,True,0,0,1682
044870,False,False,True,0,0,782
044880,False,False,True,0,0,812
044890,False,False,True,9,0,1463
044900,False,False,True,10,7,747
044910,False,False,True,17,10,697
044920,False,False,True,10,8,1107
044930,False,False,True,14,12,7992
044940,False,False,True,19,15,1070
044950,False,False,True,15,22,1015
044960,True,False,True,40,28,1019
044970,True,True,True,41,93,1211
044980,True,False,True,75,37,1010
044990,True,True,True,80,50,1059
045000,True,True,True,98,85,1111
045010,True,True,True,93,107,963
045020,True,True,True,128,204,954
045030,True,True,True,221,77,1188
045040,True,False,True,385,0,1457
045050,True,False,True,1383,0,1707
045060,False,False,True,24,0,1644
045070,True,False,True,45,0,779
045080,True,False,True,79,1,1526
045090,True,False,True,40,5,926
045100,True,False,True,54,4,1363
045110,False,False,True,38,2,1923
045120,True,False,True,78,2,1741
045130,True,False,True,96,6,2029
045140,True,False,True,140,6,1743
045150,True,False,True,233,6,1485
045160,True,False,True,872,6,1537
045170,True,False,True,82,8,2290
045180,True,False,True,125,10,875
045190,True,False,True,170,12,255
045200,True,False,True,263,2,778
045210,True,False,True,52,6,1302
045220,True,False,True,98,5,1676
045230,True,False,True,123,0,4212
045240,True,False,True,157,3,8067
045250,True,False,True,157,4,8114
045260,True,False,True,157,12,8669
045270,True,False,True,157,7,8662
045280,True,False,True,157,6,8683
045290,True,False,True,157,8,9351
045300,True,False,True,157,6,17753
045310,True,False,True,157,8,8052
045320,True,False,True,157,18,8028
045330,True,False,True,157,12,8026
045340,True,False,True,157,11,8026
045350,True,False,True,157,9,8026
045360,True,False,True,157,18,8026
045370,True,False,True,157,24,8026
045380,True,False,True,157,18,8026
045390,True,False,True,157,12,8026
045400,True,False,True,157,11,6063
045410,True,False,True,163,14,2704
045420,True,False,True,266,13,1882
045430,True,False,True,579,15,1867
045440,False,False,True,22,18,1943
045450,False,False,True,39,32,793
045460,True,True,True,73,43,565
045470,False,True,True,18,196,1866
045480,False,False,True,36,1,12531
045490,True,False,True,55,18,5091
045500,True,True,True,114,93,100
045510,True,True,True,319,256,506
045520,True,True,True,429,325,1198
045530,True,True,False,429,315,24
045540,True,True,False,429,323,24
045550,True,True,True,429,294,77
045560,True,True,True,429,299,893
045570,True,True,True,429,372,583
045580,True,True,True,429,468,858
045590,True,True,True,429,581,855
045600,True,True,True,429,700,3835
045610,True,True,True,429,926,287
045620,True,True,True,429,717,295
045630,True,False,True,429,2,288
045640,True,False,True,429,0,288
045650,True,False,True,429,0,288
045660,True,False,True,429,0,288
045670,True,False,True,429,0,339
045680,True,False,True,429,0,336
045690,True,False,True,429,0,295
045700,True,False,True,492,0,379
045710,True,False,True,43,0,632
045720,True,False,False,80,0,0
045730,True,False,False,170,0,0
045740,False,False,False,0,0,0
045750,False,False,True,0,0,211
045760,False,False,True,0,0,1402
045770,False,False,False,0,0,0
045780,False,False,False,0,0,31
045790,False,False,True,0,0,119
045800,False,False,True,0,0,747
045810,False,False,True,0,0,85
045820,False,False,False,0,0,0
045830,False,False,True,0,0,77
045840,False,False,True,0,0,524
045850,False,False,True,0,0,2248
045860,False,False,True,0,0,182
